details_id,job_ids,company_Name,designations,industry,employees_count,linkedin_followers,involvement,level,total_applicants,City,State
1,3973300317,Wipro,Business Analyst,IT Services and IT Consulting,10001,9367083,Full-time,Full-time,195,Pune, Maharashtra
2,3974757094,Cognizant,Process Executive - Data,IT Services and IT Consulting,10001,7473534,Full-time,Entry level,23,Pune, Maharashtra
3,3977531665,American Express,Analyst-Data Analytics,Financial Services,10001,2222834,Full-time,Entry level,102,Gurugram, Haryana
4,3976176383,eClerx,Analyst,Information Technology & Services,10001,321131,Full-time,Entry level,25,Pune, Maharashtra
5,3969988271,Marsh McLennan,Speacialist - Data Analytics and Insights,Financial Services,10001,626941,Full-time,Mid-Senior level,165,Mumbai, Maharashtra
6,3973937959,Sakshath Technologies®,Business Analyst,IT Services and IT Consulting,200,5631,Full-time,Entry level,94,Mumbai, Maharashtra
7,3973940307,Michael Page,Tech Business Analyst,Staffing and Recruiting,10000,3668722,Full-time,Entry level,80,Gurgaon, Haryana
8,3974265125,Infosys BPM,Process Executive,IT Services and IT Consulting,10001,1539122,Full-time,Entry level,112,Pune, Maharashtra
9,3976167209,NetApp,"Business Data Analyst (Power BI, Tableau, Data Analytics )",Software Development,10001,684025,Full-time,Full-time,158,Bengaluru, Karnataka
10,3978493692,Niveus Solutions,Associate - Business Analyst,IT Services and IT Consulting,1000,33742,Full-time,Entry level,0,Gurgaon, Haryana
11,3973947304,TETRAHED INC,BI Analyst,IT Services and IT Consulting,200,13837,Full-time,Associate,112,Bengaluru, Karnataka
12,3974478602,Masan Group,Data Analyst,Retail,10001,25961,Full-time,Associate,131,Bengaluru, Karnataka
13,3973939578,Sakshath Technologies®,Business Analyst,IT Services and IT Consulting,200,5631,Full-time,Mid-Senior level,170,Bengaluru, Karnataka
14,3955620798,dss+,Analyst - Knowledge Management,Business Consulting and Services,5000,106289,Full-time,Entry level,183,Mumbai, Maharashtra
15,3975538342,Thakral One,Data Analytics,IT Services and IT Consulting,1000,20468,Full-time,Associate,123,Mumbai, Maharashtra
16,3975656700,Quorum Software,Data Analyst and BI Developer (Hybrid Work Schedule),Software Development,5000,22146,Full-time,Entry level,116,Pune, Maharashtra
17,3973970908,Wipro,Associate,IT Services and IT Consulting,10001,9367083,Full-time,Full-time,67,Hyderabad, Telangana
18,3976148045,PTC,Associate QA Analyst,Software Development,10000,339371,Full-time,Full-time,181,Pune, Maharashtra
19,3978487757,PhonePe,Business Operations Analyst,Software Development,10000,1013775,Full-time,Associate,90,Bengaluru, Karnataka
20,3974753912,Bright Money,Data Analyst Intern,Financial Services,200,109063,Internship,Internship,130,Bengaluru, Karnataka
21,3955936593,Tata Consultancy Services,Oracle PeopleSoft,IT Services and IT Consulting,10001,15502314,Full-time,Mid-Senior level,116,Mumbai, Maharashtra
22,3975000430,Wipro,Executive/Senior Executive,IT Services and IT Consulting,10001,9367105,Full-time,Full-time,3,Pune, Maharashtra
23,3973944718,TETRAHED INC,BI Analyst,IT Services and IT Consulting,200,13838,Full-time,Associate,108,Hyderabad, Telangana
24,3973410237,Super Scholar,Technical Business Analyst,Business Consulting and Services,50,41696,Full-time,Full-time,114,Worli, Maharashtra
25,3977851459,Bristol Myers Squibb,Business Analyst I,Pharmaceutical Manufacturing,10001,1434972,Full-time,Entry level,121,Hyderabad, Telangana
26,3964916933,Tata Consultancy Services,Oracle Apps Technical (Walk-in-Drive),IT Services and IT Consulting,10001,15502324,Full-time,Associate,108,Mumbai, Maharashtra
27,3958388357,Biocon,Lead QC Microbiology-Injectables,Biotechnology Research,10000,815862,Full-time,Mid-Senior level,180,Bengaluru, Karnataka
28,3973965141,Cognizant,Business Associate,IT Services and IT Consulting,10001,7473541,Full-time,Entry level,41,Pune, Maharashtra
29,3954294107,Citi,Analyst : Business Analytics,Financial Services,10001,4339121,Full-time,Full-time,159,Bengaluru, Karnataka
30,3973206105,Societe Generale Global Solution Centre,Business Analyst,IT Services and IT Consulting,10000,369366,Full-time,Entry level,0,Bengaluru, Karnataka
31,3975822581,Wipro,Associate,IT Services and IT Consulting,10001,9367118,Full-time,Entry level,0,Mumbai, Maharashtra
32,3972992834,eClerx,Analyst,Information Technology & Services,10001,321133,Full-time,Entry level,29,Pune, Maharashtra
33,3975119384,mCaffeine,Business Data Analyst - Special Projects,Personal Care Product Manufacturing,1000,127369,Full-time,Mid-Senior level,114,Mumbai, Maharashtra
34,3976654887,Zeno Health,Business Analyst,Pharmaceutical Manufacturing,1000,94469,Full-time,Associate,125,Mumbai, Maharashtra
35,3962640170,Allied Digital Services Limited,Liferay Support L2,IT Services and IT Consulting,5000,20418,Full-time,Mid-Senior level,60,Mumbai, Maharashtra
36,3969957169,TechHost Services,Data & BI Analyst,IT Services and IT Consulting,200,15477,Full-time,Mid-Senior level,151,Pune, Maharashtra
37,3959621538,M Intergraph Systems Pvt. Ltd.,Sr. BDE- Govt & Corporate IT Sales,IT Services and IT Consulting,500,5165,Full-time,Full-time,82,Mumbai, Maharashtra
38,3967057633,Azilen Technologies,Technical Business Analyst,IT Services and IT Consulting,500,63957,Full-time,Mid-Senior level,176,Ahmedabad, Gujarat
39,3973938869,Sakshath Technologies®,Business Analyst,IT Services and IT Consulting,200,5631,Full-time,Entry level,68,Mumbai, Maharashtra
40,3969535846,Wipro,Business Analyst,IT Services and IT Consulting,10001,9367129,Full-time,Full-time,198,Hyderabad, Telangana
41,3978515940,Deutsche Bank,Reference Data Analyst,Financial Services,10001,2474167,Full-time,Full-time,16,Bengaluru, Karnataka
42,3965143803,Tata Consultancy Services,Customer Service Specialist,IT Services and IT Consulting,10001,15502344,Full-time,Associate,189,Mumbai, Maharashtra
43,3973950070,TETRAHED INC,BI Analyst,IT Services and IT Consulting,200,13844,Full-time,Associate,176,Bengaluru, Karnataka
44,3973978091,Xomic Infotech Pvt. Ltd.,Jr. Business Analyst,IT Services and IT Consulting,50,10082,On-site,Full-time,0,Ahmedabad, Gujarat
45,3973950068,TETRAHED INC,BI Analyst,IT Services and IT Consulting,200,13846,Full-time,Associate,146,Hyderabad, Telangana
46,3974787867,JLL Technologies,Business Systems Analyst-1,IT Services and IT Consulting,5000,59093,Full-time,Associate,2,Bengaluru East, Karnataka
47,3974752515,S&P Global,Data Intelligence Associate I,Financial Services,10001,567320,Full-time,Full-time,13,Gurugram, Haryana
48,3978462742,Criteo,Data Analyst- Global Client Operation Center,Advertising Services,5000,220610,Full-time,Full-time,11,Gurgaon, Haryana
49,3978495177,ANB IT Solutions Pvt Ltd,Data Analyst - Tableau/Power BI,IT Services and IT Consulting,50,1618,Full-time,Entry level,0,Bengaluru, Karnataka
50,3978063292,EXL,Executives,IT Services and IT Consulting,10001,963519,Full-time,Entry level,13,Pune, Maharashtra
51,3954239716,Tech Mahindra,Solutions Architect,IT Services and IT Consulting,10001,6237870,Full-time,Mid-Senior level,187,Bengaluru, Karnataka
52,3973314456,Cognizant,Business Associate,IT Services and IT Consulting,10001,7473551,Full-time,Entry level,41,Pune, Maharashtra
53,3974780109,Zensar Technologies,Business Analyst,IT Services and IT Consulting,10000,865006,Full-time,Mid-Senior level,117,Bengaluru, Karnataka
54,3970482657,Infosys,Business Analyst- Banking,IT Services and IT Consulting,10001,9050502,Full-time,Entry level,115,Pune, Maharashtra
55,3975002302,Wipro,Technical Business Analyst,IT Services and IT Consulting,10001,9367146,Full-time,Full-time,3,Pune, Maharashtra
56,3972310742,Kaseya,Data Analyst,Software Development,10000,147089,Full-time,Associate,162,Bengaluru, Karnataka
57,3967126423,Cloud Odyssey,Presales Consultant,IT Services and IT Consulting,500,13383,Full-time,Full-time,175,Mumbai, Maharashtra
58,3978511722,eClerx,Analyst,Information Technology & Services,10001,321134,Full-time,Entry level,2,Pune, Maharashtra
59,3973971790,Infinitalent Consulting Pvt ltd,Data analytics,Outsourcing and Offshoring Consulting,1000,1390,On-site,Full-time,0,Bengaluru East, Karnataka
60,3969920571,Unacademy,Product Analyst,E-Learning Providers,10000,1064273,Full-time,Mid-Senior level,112,Bengaluru, Karnataka
61,3973946629,TETRAHED INC,BI Analyst,IT Services and IT Consulting,200,13849,Full-time,Associate,121,Bengaluru, Karnataka
62,3974794044,Cognizant,Senior Associate,IT Services and IT Consulting,10001,7473556,Full-time,Entry level,6,Pune, Maharashtra
63,3969952674,TechHost Services,Data & BI Analyst,IT Services and IT Consulting,200,15478,Full-time,Mid-Senior level,102,Gurugram, Haryana
64,3973598038,Amazon,"Business Analyst I, ROC, Analytics, ROC",Software Development,10001,31536445,Full-time,Full-time,183,Hyderabad, Telangana
65,3976891673,Amazon,Business Operations Analyst,Software Development,10001,31536446,Full-time,Full-time,188,Bengaluru, Karnataka
66,3978413235,American Express,Analyst-Control Management,Financial Services,10001,2222846,Full-time,Entry level,27,Gurugram, Haryana
67,3973305846,Tata Consultancy Services,Service Desk Analyst,IT Services and IT Consulting,10001,15502369,Full-time,Associate,194,Bengaluru, Karnataka
68,3974790312,Cognizant,Process Executive - Data,IT Services and IT Consulting,10001,7473557,Full-time,Entry level,28,Hyderabad, Telangana
69,3954013664,Tech Mahindra,Service Now - Immediate Joiners,IT Services and IT Consulting,10001,6237879,Full-time,Associate,113,Hyderabad, Telangana
70,3974725994,Revature,Entry Level Software Developer,IT Services and IT Consulting,5000,278549,Full-time,Entry level,121,Hyderabad, Telangana
71,3964994795,Marlabs Software Pvt Ltd,Infor M3 Technical lead,IT Services and IT Consulting,10001,3204,Full-time,Mid-Senior level,18,Bengaluru, Karnataka
72,3960227308,Xebia,COE-Data Architect,IT Services and IT Consulting,10000,261736,Full-time,Full-time,109,Gurugram, Haryana
73,3953928830,Luxoft,IT Business Analyst - Credit Risk,IT Services and IT Consulting,10001,2047278,Full-time,Associate,104,Bengaluru, Karnataka
74,3978456957,PW (PhysicsWallah),Product Analyst,E-Learning Providers,10000,616006,Full-time,Associate,33,Noida, Uttar Pradesh
75,3972139213,Citi,Analyst - Business Analysis,IT Services and IT Consulting,10001,6237892,Full-time,Mid-Senior level,153,Bengaluru, Karnataka
76,3977865678,Tech Mahindra,Business Analyst,IT Services and IT Consulting,10000,185737,Full-time,Mid-Senior level,0,Mumbai, Maharashtra
77,3972315255,Encora Inc.,Business Analyst,IT Services and IT Consulting,50,129901,Full-time,Associate,144,Bengaluru, Karnataka
78,3972390914,TCS,Process Associate,IT Services and IT Consulting,10001,1183037,Full-time,Associate,146,Bengaluru, Karnataka
79,3976804210,Virtusa,Data Analyst,Information Technology & Services,10001,321137,Full-time,Entry level,43,Chennai, Tamil Nadu
80,3976907977,eClerx,Analyst,IT Services and IT Consulting,10001,2363453,Full-time,Entry level,127,Pune, Maharashtra
81,3967430891,Accenture in India,BI Engineering Analyst,IT Services and IT Consulting,10001,3979032,Full-time,Mid-Senior level,190,Bengaluru, Karnataka
82,3939473224,LTIMindtree,Webmethods Integration Developer,IT Services and IT Consulting,10001,635645,Full-time,Mid-Senior level,195,Bengaluru, Karnataka
83,3973046813,ITC Infotech,Labware developer,IT Services and IT Consulting,10001,2363454,Full-time,Mid-Senior level,93,Bengaluru, Karnataka
84,3977094943,Accenture in India,Business Analyst,Market Research,5000,238255,Full-time,Associate,154,Pune, Maharashtra
85,3975684834,SurveyMonkey,Data Analyst,Travel Arrangements,10001,261068,Full-time,Full-time,106,Bengaluru, Karnataka
86,3976850573,American Express Global Business Travel,BI Analyst,Software Development,200,118715,Full-time,Mid-Senior level,133,Gurgaon, Haryana
87,3972306823,hackajob,Data Analyst,IT Services and IT Consulting,10001,15502406,Full-time,Associate,110,Hyderabad, Telangana
88,3973915900,Tata Consultancy Services,Process Associate,IT Services and IT Consulting,200,13854,Full-time,Mid-Senior level,119,Bengaluru, Karnataka
89,3889704009,TETRAHED INC,DATA ANALYST - Google Analytics,Financial Services,5000,120352,Full-time,Entry level,146,Gurugram, Haryana
90,3974764082,D. E. Shaw India Private Limited,Analyst/Senior Analyst - Data Analytics,Investment Management,500,12924,Full-time,Entry level,112,Gurugram, Haryana
91,3974782037,InCred Wealth,Research Associate,Space Research and Technology,500,219243,Full-time,Entry level,44,Mumbai, Maharashtra
92,3973591999,Skyroot Aerospace,Business Development Associate,Software Development,10001,31536542,Full-time,Full-time,37,Hyderabad, Telangana
93,3977028131,Amazon,"Business Analyst I, ROC, Analytics, ROC",Marketing,100,0,Internship,Internship,0,Hyderabad, Telangana
94,3973944805,Justlog Solutions LLP,Business Analytics Internship in Pune (Hybrid),IT Services and IT Consulting,10001,9367197,Full-time,Full-time,20,Pune, Maharashtra
95,3975900391,Wipro,Associate,IT Services and IT Consulting,200,22929,Full-time,Entry level,0,Gurugram, Haryana
96,3931512470,LimeTray,Business Analyst in Gurgaon,IT Services and IT Consulting,5000,74883,Full-time,Mid-Senior level,116,Gurgaon, Haryana
97,3951947733,Cyfuture,Pre-Sales - Cloud Solutions Architect,IT Services and IT Consulting,10001,854751,Full-time,Mid-Senior level,184,Noida, Uttar Pradesh
98,3959361081,Coforge,Data Architect,Advertising Services,5000,411669,Full-time,Mid-Senior level,132,Noida, Uttar Pradesh
99,3972993630,Epsilon India,Business System Analyst 2,Information Technology & Services,10001,321139,Full-time,Entry level,32,Bengaluru, Karnataka
100,3973279053,eClerx,Analyst,Packaging and Containers Manufacturing,10001,9016,Full-time,Entry level,0,Pune, Maharashtra
101,3889700474,Tetra Laval International,Analyst,Financial Services,5000,120352,Full-time,Entry level,150,Pune, Maharashtra
102,3905200764,D. E. Shaw India Private Limited,Analyst/Senior Analyst - Data Analytics,Financial Services,5000,120352,Full-time,Entry level,139,Hyderabad, Telangana
103,3971197154,D. E. Shaw India Private Limited,Analyst/Senior Analyst - Data Analytics,Human Resources Services,10001,265221,Full-time,Mid-Senior level,144,Bengaluru, Karnataka
104,3937838309,Magnit,Data Analyst,Information Technology & Services,1000,22313,Full-time,Mid-Senior level,142,Bengaluru, Karnataka
105,3977456572,SMC Squared India,Technical Lead(Full Stack),IT Services and IT Consulting,10001,963529,Full-time,Entry level,4,Bengaluru, Karnataka
106,3961168785,EXL,Executives,IT Services and IT Consulting,10001,6237908,Full-time,Mid-Senior level,22,Pune, Maharashtra
107,3935469950,Tech Mahindra,SFDC Vlocity Designer,Business Consulting and Services,10001,4173079,Full-time,Mid-Senior level,177,Bengaluru, Karnataka
108,3973946627,Genpact,Senior Presales Consultant-Oracle EBS/Cloud ERP,IT Services and IT Consulting,200,13858,Full-time,Associate,169,Bengaluru, Karnataka
109,3941326591,TETRAHED INC,BI Analyst,IT Services and IT Consulting,10001,3979041,Full-time,Mid-Senior level,197,Noida, Uttar Pradesh
110,3973948282,LTIMindtree,Unqork Developer,IT Services and IT Consulting,200,13858,Full-time,Associate,126,Pune, Maharashtra
111,3973374727,TETRAHED INC,BI Analyst,IT Services and IT Consulting,10001,9367219,Full-time,Full-time,44,Chennai, Tamil Nadu
112,3963395261,Wipro,Associate,IT Services and IT Consulting,10001,6237908,Full-time,Mid-Senior level,123,Gurugram, Haryana
113,3978409957,Tech Mahindra,Workday Consultant,IT Services and IT Consulting,10001,1539150,Full-time,Entry level,11,Bengaluru, Karnataka
114,3977251320,Infosys BPM,Analyst Knowledge Services,Business Consulting and Services,10001,518782,Full-time,Full-time,30,Bengaluru, Karnataka
115,3978462039,ZS,Knowledge Services Associate,Human Resources Services,50,3380,Full-time,Entry level,0,Gurgaon, Haryana
116,3974776771,XpertReach,Operations Analyst,Business Consulting and Services,50,184439,Hybrid,Full-time,17,Gurgaon, Haryana
117,3973943945,YO HR Consultancy,Data Scientist/Analyst-Remote,IT Services and IT Consulting,200,13859,Full-time,Associate,195,Ahmedabad, Gujarat
118,3971145029,TETRAHED INC,BI Analyst,IT Services and IT Consulting,200,208931,Hybrid,Full-time,121,Pune, Maharashtra
119,3962948400,ConsultBae Jobs,Data Scientist (Associate),"Technology, Information and Internet",200,132362,Full-time,Mid-Senior level,141,Bengaluru, Karnataka
120,3972327468,Jio Platforms Limited (JPL),Lead / Staff Navigation Designer,IT Services and IT Consulting,10000,235585,Full-time,Full-time,123,Mumbai, Maharashtra
121,3959333702,RingCentral,Data Analyst(AI-LLM),IT Services and IT Consulting,10001,15502443,Full-time,Mid-Senior level,152,Bengaluru, Karnataka
122,3956333131,Tata Consultancy Services,Solutions Architect,IT Services and IT Consulting,10001,15502446,Full-time,Mid-Senior level,186,Hyderabad, Telangana
123,3974891565,Tata Consultancy Services,Application Architect,Financial Services,500,131553,Full-time,Internship,178,Mumbai, Maharashtra
124,3964491702,EarnIn,Data Science Intern,Advertising Services,10000,482148,Full-time,Associate,142,Bengaluru, Karnataka
125,3971140475,Dentsu Creative,Senior Executive - Public Relations (BFSI),Financial Services,10001,5179633,Full-time,Full-time,5,Mumbai, Maharashtra
126,3959341915,NTT DATA Business Solutions,Global Portfolio Manager (for Microsoft Business),Software Development,10001,33556466,Full-time,Full-time,190,Hyderabad, Telangana
127,3976453458,JPMorganChase,Client Data Analyst,"Technology, Information and Internet",500,35947,Full-time,Full-time,62,Hyderabad, Telangana
128,3971136998,Google,"Business Analyst, Youtube Trust and Safety",Business Consulting and Services,5000,106291,Full-time,Mid-Senior level,136,Hyderabad, Telangana
129,3977331832,ffreedom app,Anchor - Video Creator (Telugu) - Journalism and Media,Investment Banking,5000,78194,Full-time,Mid-Senior level,99,Bengaluru, Karnataka
130,3977229700,dss+,Analyst (Business Analyst in President’s office),Financial Services,10001,626950,Full-time,Associate,113,Mumbai, Maharashtra
131,3899099486,Saxo Bank,Business Analyst,IT Services and IT Consulting,10001,6237934,Full-time,Mid-Senior level,36,Gurugram, Haryana
132,3976878830,Marsh McLennan,Specialist - Data Analytics & Insights,Financial Services,10001,3080002,Full-time,Full-time,40,Mumbai, Maharashtra
133,3939443917,Tech Mahindra,Associate Security Consultant,IT Services and IT Consulting,10001,963537,Full-time,Entry level,6,Pune, Maharashtra
134,3974261532,Morgan Stanley,Operations Analyst - Parametric,Software Development,10000,1013794,Full-time,Associate,114,Mumbai, Maharashtra
135,3977580479,EXL,Executives,Printing Services,5000,44519,Full-time,Entry level,78,Pune, Maharashtra
136,3976155839,PhonePe,Decision Scientist,Software Development,200,12222,Full-time,Entry level,128,Bengaluru, Karnataka
137,3973325374,Group Bayport,Associate Business Analyst,IT Services and IT Consulting,10001,278711,Full-time,Entry level,0,Gurugram, Haryana
138,3973994012,Miamin Systems Inc.,Associate Software Engineer,Advertising Services,5000,315949,Full-time,Associate,191,Bengaluru, Karnataka
139,3975829352,_VOIS,Product Owner/Business Analyst,IT Services and IT Consulting,10001,9367272,Full-time,Full-time,7,Pune, Maharashtra
140,3978054507,Schbang,Talent Acquisition Executive,IT Services and IT Consulting,10001,278711,Full-time,Entry level,0,Mumbai, Maharashtra
141,3973944717,Wipro,Domain Consultant,IT Services and IT Consulting,10001,241712,Full-time,Associate,169,Pune, Maharashtra
142,3977561986,_VOIS,Data Science,Financial Services,5000,572081,Full-time,Entry level,39,Pune, Maharashtra
143,3967620670,Datamatics,Financial Operations Business Analyst,Financial Services,200,53062,Internship,Entry level,154,Mumbai, Maharashtra
144,3978089875,CRISIL Limited,Associate - Data Ops,Banking,10001,625589,Full-time,Associate,9,Pune, Maharashtra
145,3971141539,Jar,Product Analyst Intern,Advertising Services,5000,3625,Full-time,Full-time,0,Bengaluru, Karnataka
146,3977514214,NatWest Group,Customer Service & Operations Analyst,IT Services and IT Consulting,1000,28353,Full-time,Entry level,0,Gurugram, Haryana
147,3973317510,GomezLee Marketing,ANALISTA BI,IT Services and IT Consulting,200,9928,Full-time,Mid-Senior level,0,Mumbai, Maharashtra
148,3960242541,ATRIBS METSCON Group,Tech Analyst,Telecommunications,10001,540386,Full-time,Mid-Senior level,144,Bengaluru, Karnataka
149,3968472075,APPWRK IT Solutions Pvt. Ltd.,Data Analyst (PL SQL ),IT Services and IT Consulting,10001,6237945,Full-time,Mid-Senior level,171,Hyderabad, Telangana
150,3978507650,Motorola Solutions,Automation Manager,IT Services and IT Consulting,500,43489,Full-time,Associate,150,Bengaluru, Karnataka
151,3973395909,Tech Mahindra,Build And Release Engineer,Utilities,10001,1857442,Full-time,Mid-Senior level,178,Mumbai, Maharashtra
152,3951040810,Mitsogo,Business Development Representative,Financial Services,10001,1935694,Full-time,Full-time,99,Mumbai, Maharashtra
153,3972353479,Adani Group,OT Security Lead,Business Consulting and Services,10001,4488634,Full-time,Full-time,109,Ahmedabad, Gujarat
154,3977257149,BlackRock,"Analyst, Business Intelligence",IT Services and IT Consulting,50,2174,Internship,Internship,0,Gurgaon, Haryana
155,3969917014,Boston Consulting Group (BCG),Research Associate - On Contract,IT Services and IT Consulting,10001,9050579,Full-time,Entry level,149,Bengaluru, Karnataka
156,3974288877,Kornerstone,Technology Business Consultant Internship in Pune (Hybrid),Software Development,10001,1391871,Full-time,Full-time,58,Pune, Maharashtra
157,3972896347,Infosys,Healthcare Business Analyst,Outsourcing and Offshoring Consulting,5000,115433,Full-time,Associate,181,Bengaluru East, Karnataka
158,3977053443,PayPal,"Data Analyst, Credit Risk Strategy",Financial Services,10001,5179641,Full-time,Full-time,34,Bengaluru, Karnataka
159,3974761892,Denave,Data Analyst,Financial Services,10001,2222872,Full-time,Entry level,82,Noida, Uttar Pradesh
160,3974764883,JPMorganChase,Client Data Associate I,Media Production,10000,86048,Full-time,Mid-Senior level,0,Hyderabad, Telangana
161,3978522863,American Express,Analyst - Risk Management,Marketing,100,0,Full-time,Entry level,0,Gurugram, Haryana
162,3975927471,Reuters News Agency,Business Analyst - Financial Analysis & Power Bi,IT Services and IT Consulting,10001,9367297,Full-time,Full-time,15,Hyderabad, Telangana
163,3977315551,Radical Technologies,Job Opening For Business Analyst ;Freshers / Experienced (0-3yrs)/A bachelors degree in business or related field or a,IT Services and IT Consulting,10001,963541,Full-time,Entry level,5,Pune, Maharashtra
164,3973947390,Wipro,Cyber Security Analyst,Travel Arrangements,10001,261072,Full-time,Full-time,17,Pune, Maharashtra
165,3975932038,EXL,Executives,Automation Machinery Manufacturing,10001,962500,Full-time,Mid-Senior level,15,Pune, Maharashtra
166,3974290685,American Express Global Business Travel,MI Analyst,IT Services and IT Consulting,10001,6237955,Full-time,Entry level,107,Gurgaon, Haryana
167,3975705335,Rockwell Automation,Data Governance Analyst,IT Services and IT Consulting,10001,9367300,Full-time,Full-time,0,Pune, Maharashtra
168,3973947631,Tech Mahindra,Associate Software Engineer,IT Services and IT Consulting,5000,533230,Full-time,Full-time,184,Hyderabad, Telangana
169,3974791672,Wipro,System Engineer,Business Consulting and Services,10001,4173122,Full-time,Associate,24,Mumbai, Maharashtra
170,3971955160,Programming.com,Azure Devops Engineer,Internet Publishing,500,42142,Full-time,Mid-Senior level,41,Bengaluru, Karnataka
171,3972942253,Genpact,Business Analyst- Project Management-ANA013274,Entertainment Providers,200,13274,Full-time,Entry level,0,Bengaluru, Karnataka
172,3971690755,SquadStack,Data Analytics Consultant,IT Services and IT Consulting,200,70025,Full-time,Mid-Senior level,109,Noida, Uttar Pradesh
173,3949355449,STAGE - OTT for India's regional cultures,Product Analyst,Telecommunications,5000,236575,Full-time,Associate,129,Noida, Uttar Pradesh
174,3954035350,"Georgia IT, Inc.",PowerBI Developer,Software Development,500,68482,Contract,Mid-Senior level,172,Bengaluru, Karnataka
175,3976126595,Tejas Networks,Layer 3 Testing (IP/MPLS) - Senior Engineer & Lead Engineer,Data Infrastructure and Analytics,200,6295,Full-time,Mid-Senior level,0,Bengaluru, Karnataka
176,3965422615,Fusemachines,Data Analyst,Financial Services,10001,2474200,Full-time,Full-time,23,Pune, Maharashtra
177,3975251659,Loyalytics AI,Data Analyst,IT Services and IT Consulting,200,30566,Hybrid,Full-time,0,Bengaluru East, Karnataka
178,3951142808,Deutsche Bank,Analytics – Data Scientist,Telecommunications,5000,131238,Full-time,Mid-Senior level,35,Mumbai, Maharashtra
179,3977028212,Kiash Solutions LLP,PowerBI and SQL,IT Services and IT Consulting,10001,1409864,Full-time,Mid-Senior level,124,Mumbai, Maharashtra
180,3973395481,Tata Tele Business Services,Product Sales Specialist,Utilities,10001,947747,Full-time,Mid-Senior level,111,Pune, Maharashtra
181,3976180797,Hexaware Technologies,Power BI Developer,IT Services and IT Consulting,5000,276223,Full-time,Associate,169,Bengaluru, Karnataka
182,3976812078,Hitachi Energy,Data Analyst,IT Services and IT Consulting,50,4606,Hybrid,Full-time,18,Chennai, Tamil Nadu
183,3973814913,People Tech Group Inc,Business Analyst,IT Services and IT Consulting,10001,2363512,Full-time,Entry level,14,Hyderabad, Telangana
184,3972972629,Jarvis Consultancy & Services,Data Engineer,IT Services and IT Consulting,10001,7473604,Full-time,Mid-Senior level,154,Pune, Maharashtra
185,3973217909,Accenture in India,Sales Support Analyst,IT Services and IT Consulting,5000,246058,Full-time,Full-time,29,Bengaluru, Karnataka
186,3975469982,Cognizant,Process Executive - Data,Software Development,10001,919640,Full-time,Entry level,28,Hyderabad, Telangana
187,3974744867,Teamware Solutions a division of Quantum Leap Consulting Pvt. Ltd,Reference Data Associate,Information Services,5000,136637,Full-time,Associate,0,Mumbai, Maharashtra
188,3977054244,GlobalLogic,Associate Analyst IRC231155,"Technology, Information and Internet",10000,755841,Full-time,Mid-Senior level,102,Hyderabad, Telangana
189,3976164868,Third Bridge Group Limited,Private Market Analyst,IT Services and IT Consulting,500,177129,Full-time,Entry level,0,Mumbai, Maharashtra
190,3977999980,Ascendion,Finance Data Management Analyst,Financial Services,200,109193,Full-time,Associate,115,Bengaluru, Karnataka
191,3976924496,IDESLABS PRIVATE LIMITED,System Analyst,IT Services and IT Consulting,10001,1539173,Full-time,Entry level,121,Gurugram, Haryana
192,3976100111,Bright Money,Product Analyst,IT Services and IT Consulting,10001,16853010,Full-time,Full-time,109,Bengaluru, Karnataka
193,3963396076,Infosys BPM,Process Executive,IT Services and IT Consulting,10000,369368,Full-time,Mid-Senior level,121,Bengaluru, Karnataka
194,3977229608,IBM,Process Analyst- HR,IT Services and IT Consulting,1000,928,Full-time,Full-time,49,Bengaluru East, Karnataka
195,3977222029,Societe Generale Global Solution Centre,Cyber Security Product Manager - Vulnerability,IT Services and IT Consulting,10001,958248,Full-time,Mid-Senior level,194,Bengaluru, Karnataka
196,3977016676,Bell Techlogix India,Associate Network & Infrastructure Engineer,IT Services and IT Consulting,200,15487,Full-time,Full-time,46,Hyderabad, Telangana
197,3975878560,Mphasis,Solution Architect,Software Development,1000,157702,Full-time,Associate,130,Bengaluru, Karnataka
198,3945090744,TechHost Services,SAP Cloud Integration,Information Services,10001,1033229,Full-time,Mid-Senior level,199,Bengaluru, Karnataka
199,3973227340,JUSPAY,Business Development Manager - Mumbai,Motor Vehicle Manufacturing,10001,862565,Full-time,Entry level,190,Mumbai, Maharashtra
200,3972319430,NielsenIQ,Data Analyst,Software Development,5000,188933,Full-time,Entry level,0,Chennai, Tamil Nadu
201,3978521605,Cummins Inc.,BUSINESS INTELLIGENCE ANALYST,Sporting Goods,10001,3727520,Full-time,Full-time,69,Pune, Maharashtra
202,3973326602,Avalara,Analyst,Financial Services,10001,5179660,Full-time,Full-time,51,Pune, Maharashtra
203,3962747200,adidas,Junior Data Engineer,Business Consulting and Services,50,76282,Full-time,Internship,118,Gurgaon, Haryana
204,3958014991,JPMorganChase,QR Analytics - Analyst -Mumbai,Financial Services,500,24846,Full-time,Mid-Senior level,162,Mumbai, Maharashtra
205,3973747433,FranchiseBAZAR,Business Analyst Intern,Business Consulting and Services,10001,4173153,Full-time,Associate,51,Bengaluru, Karnataka
206,3972934755,"Quiktrak, LLC",Data Analyst,IT Services and IT Consulting,200,30566,Hybrid,Full-time,0,Hyderabad, Telangana
207,3975029175,Genpact,Business Analyst-BFS037174,IT Services and IT Consulting,10001,7473613,Full-time,Entry level,124,Gurugram, Haryana
